ID,ItemType,SubType,Set,Name (EN),Name (JP),Name (Tr),Description (EN),Description (JP),Description (Tr),Summary (EN),Summary (JP),Summary (Tr)
123000,Armour,Legs,Stone,Stone Leggings,石の足甲,Instep of stone,"Moss-covered leggings of the Stone Knight, defender of the Darkroot Garden.\nThe Stone Knight is a product of ancient magic, and although these leggings are also imbued with magic, they are incredible heavy.",黒い森の庭の守護者 石の騎士の苔むした足甲\n石の騎士は古い魔法の産物であり この足甲もまた、魔法の力を帯びているが すさまじい重さがある,"Black Forest garden guardian stone knight of the instep \ n stone mossy Knight is a product of the old magic this instep also, although tinged with magic power there is a tremendous weight",,,
130000,Armour,Head,Crystalline,Crystalline Helm,結晶付きの兜,Helmet with a crystal,"Helm worn by a Hollowed knight, who was partially crystallized.\nThe crystal provides powerful defense, but it cannot be used for long because it is easily broken and cannot be repaired.",半ば結晶に飲まれた亡者の騎士のつけていた兜 兜全体が結晶化している\n結晶の力により防御力は高いが 壊れやすく、また修理もできないため 長く使い続けることはできない,"It is not possible to continue to use long for defense force is high but fragile, also can not be repaired by \ n the power of crystals helmet whole helmet that wore a knight of the dead, which was drunk in the middle of the crystal is crystallized",,,
131000,Armour,Body,Crystalline,Crystalline Armor,結晶付きの鎧,Armor with crystal,"Armor worn by a Hollowed knight, who was partially crystallized.\nThe crystal provides powerful defense, but it cannot be used for long because it is easily broken and cannot be repaired.",半ば結晶に飲まれた亡者の騎士のつけていた鎧 鎧全体が結晶化している\n結晶の力により防御力は高いが 壊れやすく、また修理もできないため 長く使い続けることはできない,"It is not possible to continue to use long for defense force is high but fragile, also can not be repaired by \ n the power of crystals that armor the whole armor wore a knight of the dead, which was drunk in the middle of the crystal is crystallized",,,
132000,Armour,Hands,Crystalline,Crystalline Gauntlets,結晶付きの手甲,Hand-back with crystal,"Gauntlets worn by a Hollowed knight, who was partially crystallized.\nThe crystal provides strong defense, but they cannot be used for long because they are easily broken and cannot be repaired.",半ば結晶に飲まれた亡者の騎士のつけていた手甲 手甲全体が結晶化している\n結晶の力により防御力は高いが 壊れやすく、また修理もできないため 長く使い続けることはできない,"It is not possible to continue to use long for defense force is high but fragile, also can not be repaired by \ n the power of crystals whole hand-back hand-back, which wore a knight of the dead, which was drunk in the middle of the crystal is crystallized",,,
133000,Armour,Legs,Crystalline,Crystalline Leggings,結晶付きの足甲,Crystal with the instep,"Leggings worn by a Hollowed knight, who was partially crystallized.\nThe crystal power provides good defense, but they cannot be used for long because they are easily broken and cannot be repaired.",半ば結晶に飲まれた亡者の騎士のつけていた足甲 足甲全体が結晶化している\n結晶の力により防御力は高いが 壊れやすく、また修理もできないため 長く使い続けることはできない,"It is not possible to continue to use long for defense force is high but fragile, also can not be repaired by wearing the instep foot the entire instep had the power of \ n crystal that is the crystallization of the knight of the dead, which was drunk in the middle of the crystal",,,
140000,Armour,Head,Sealer,Mask of the Sealer,封印者の仮面,Kamen of Seal's,"Mask of the sorcerers who flooded New Londo to seal away the Darkwraiths, and the Four Kings who descended into Dark.\nIt symbolizes their resolve to keep the seal shut forever and their atonement for all who were sacrificed, but two of the three forsook New Londo upon tiring of their duty.",小ロンドを水底に沈め 闇に堕ちた四人の公王とダークレイスを封印した 封印の魔術師たちの仮面\n封印者として永遠に生きる覚悟と 犠牲になった者たちへの贖罪を示すものだが 三人いた封印者の二人は 永遠の任に飽き、既に小ロンドを捨てている,"It shows the Atonement to the resolution and were those who fell victim to live forever as a mask \ n Seal's sorcerers of the seal that sealed the public Wang and dark Reis of four people fell into the darkness submerged the small Rondo to the bottom of the water But two of the seal who had three people are tired of the eternal responsibility, have already abandoned the small Rondo",,,
141000,Armour,Body,Sealer,Crimson Robe,紅のローブ,Robe of red,"Robe of the sorcerers who flooded New Londo to seal away the Darkwraiths, and the Four Kings who descended into Dark.\nThe Sealers were once known as healers, and the bright crimson was a symbol of that.",小ロンドを水底に沈め 闇に堕ちた四人の公王とダークレイスを封印した 封印の魔術師たちのローブ\n封印の魔術師たちは、元来癒し手と呼ばれ 鮮やかな紅の衣装はその象徴であった,"Sorcerers robes \ n Seal of the sorcerers of the seal that sealed the public Wang and dark Reis of four people fell into the darkness submerged the small Rondo to the bottom of the water, the bright red costume is called the originally healing hand It was the symbol",,,
142000,Armour,Hands,Sealer,Crimson Gloves,紅のグローブ,Red Globe,"Gloves of the sorcerers who flooded New Londo to seal away the Darkwraiths, and the Four Kings who descended into Dark.\nThe Sealers were once known as healers, and the bright crimson was a symbol of that.",小ロンドを水底に沈め 闇に堕ちた四人の公王とダークレイスを封印した 封印の魔術師たちのグローブ\n封印の魔術師たちは、元来癒し手と呼ばれ 鮮やかな紅の衣装はその象徴であった,"Sorcerers of the glove \ n Seal of the sorcerers of the seal that sealed the public Wang and dark Reis of four people fell into the darkness submerged the small Rondo to the bottom of the water, the bright red costume is called the originally healing hand It was the symbol",,,
143000,Armour,Legs,Sealer,Crimson Waistcloth,紅の腰巻き,Loincloth of red,"Waistcloth of the sorcerers who flooded New Londo to seal away the Darkwraiths, and the Four Kings who descended into Dark.\nThe Sealers were once known as healers, and the bright crimson was a symbol of that.",小ロンドを水底に沈め 闇に堕ちた四人の公王とダークレイスを封印した 封印の魔術師たちの腰巻き\n封印の魔術師たちは、元来癒し手と呼ばれ 鮮やかな紅の衣装はその象徴であった,"Sorcerers of loincloth \ n Seal of the sorcerers of the seal that sealed the public Wang and dark Reis of four people fell into the darkness submerged the small Rondo to the bottom of the water, the bright red costume is called the originally healing hand It was the symbol",,,
150000,Armour,Head,Black,Mask of Velka,ベルカの仮面,Mask of the Belka,"Mask worn by pardoners serving Velka, the Goddess of Sin.\nThe pardoners listen to the confessions of sinners, urging reflection and salvation. Their masks symbolize separation from worldly desires.",罪の女神ベルカの教戒師がつける仮面\n罪人の懺悔を聞き、反省と救済を促す教戒師は 俗な市井と隔絶した存在であるはずで 仮面はその象徴である,"Listen to the confession of the mask \ n sinner preaching nurses sins of goddess Belka is put, preaching nurses to encourage the relief and reflection is there in its symbolism mask in should be a presence that was isolated from the profane of Ichii",,,
151000,Armour,Body,Black,Black Cleric Robe,黒の聖職衣,Black clergy clothing,"Robe worn by pardoners serving Velka, the Goddess of Sin.\nThe pardoners' attire is uniformly black in color and said to be imbued with Velka's mystical power, which provides resistance against all manner of magic.",罪の女神ベルカの教戒師がつける聖職衣\n教戒師の衣装はすべて黒で統一されており ベルカの神秘の力から あらゆる魔法に耐性があると言われている,It is said that all the costumes of Seishokukoromo \ n exhortation nurses that exhortation nurses sins of the goddess Belka is wear resistant to any magic from the mystery of the power of the Belka has been unified in black,,,
152000,Armour,Hands,Black,Black Manchette,黒のマンシェット,Black manchette,"Manchette worn by pardoners serving Velka, the Goddess of Sin.\nThe pardoners' attire is uniformly black in color and said to be imbued with Velka's mystical power, which provides resistance against all manner of magic.",罪の女神ベルカの教戒師がつけるマンシェット\n教戒師の衣装はすべて黒で統一されており ベルカの神秘の力から あらゆる魔法に耐性があると言われている,It is said that all the costumes of the cuff \ n exhortation nurses that exhortation nurses sins of the goddess Belka is wear resistant to any magic from the mystery of the power of the Belka has been unified in black,,,
153000,Armour,Legs,Black,Black Tights,黒のタイツ,Black tights,"Tights worn by pardoners serving Velka, the Goddess of Sin.\nThe pardoners' attire is uniformly black in color and said to be imbued with Velka's mystical power, which provides resistance against all manner of magic.",罪の女神ベルカの教戒師がつけるタイツ\n教戒師の衣装はすべて黒で統一されており ベルカの神秘の力から あらゆる魔法に耐性があると言われている,It is said that all the costumes of tights \ n exhortation nurses that exhortation nurses sins of the goddess Belka is wear resistant to any magic from the mystery of the power of the Belka has been unified in black,,,
