ItemType	Name (EN)	Description (EN)
Armour	Silver Knight Gauntlets	"Gauntlets of the Silver Knights who protect Anor Londo.\nWhen Lord Gwyn departed to link the Fire, his knights split into two groups. The Silver Knights remained in the forsaken capital in the service of their goddess."
Armour	Silver Knight Leggings	"Leggings of the Silver Knights who protect Anor Londo.\nWhen Lord Gwyn departed to link the Fire, his knights split into two groups. The Silver Knights remained in the forsaken capital in the service of their goddess."
Armour	Havel's Helm	"Helm worn by Havel the Rock's warriors. Carved from solid rock, its tremendous weight is matched only by the defense it provides.\nHavel's warriors never flinched nor retreated from battle. Those unfortunate enough to face them were inevitably beaten to a pulp."
Armour	Havel's Armor	"Armor worn by Havel the Rock's warriors. Carved from solid rock, its tremendous weight is matched only by the defense it provides.\nHavel's warriors never flinched nor retreated from battle. Those unfortunate enough to face them were inevitably beaten to a pulp."
Armour	Havel's Gauntlets	"Gauntlets worn by Havel the Rock's warriors. Carved from solid rock, their tremendous weight is matched only by the defense they provide.\nHavel's warriors never flinched nor retreated from battle. Those unfortunate enough to face them were inevitably beaten to a pulp."
Armour	Havel's Leggings	"Leggings worn by Havel the Rock's warriors. Carved from solid rock, their tremendous weight is matched only by the defense they provide.\nHavel's warriors never flinched nor retreated from battle. Those unfortunate enough to face them were inevitably beaten to a pulp."
Armour	Brass Helm	"Helm of the Darkmoon Knightess, Fire Keeper of Anor Londo.\nAfter becoming Undead, she visited the Dark Sun Gwyndolin at the Mausoleum of the Spiral Depths, became a Blade of the Darkmoon, and assumed the flame-keeping duty. She received this helm, which hides her hideous form and helps her hunt the guilty."
Armour	Brass Armor	"Armor of the Darkmoon Knightess, Fire Keeper of Anor Londo.\nAfter becoming Undead, she visited the Dark Sun Gwyndolin at the Mausoleum of the Spiral Depths, became a Blade of the Darkmoon, and assumed the flame-keeping duty. She received this armor, which hides her hideous form and helps her hunt the guilty."
Armour	Brass Gauntlets	"Gauntlets of the Darkmoon Knightess, Fire Keeper of Anor Londo.\nAfter becoming Undead, she visited the Dark Sun Gwyndolin at the Mausoleum of the Spiral Depths, became a Blade of the Darkmoon, and assumed the flame-keeping duty. She received these gauntlets, which hide her hideous form and help her hunt the guilty."
Armour	Brass Leggings	"Leggings of the Darkmoon Knightess, Fire Keeper of Anor Londo.\nAfter becoming Undead, she visited the Dark Sun Gwyndolin at the Mausoleum of the Spiral Depths, became a Blade of the Darkmoon, and assumed the flame-keeping duty. She received these leggings, which hide her hideous form and help her hunt the guilty."
Armour	Gold-Hemmed Black Hood	"Worn by the witch Quelana of Izalith, mother of pyromancy and Daughter of Chaos.\nShe wore this gold-hemmed black hood before even the Age of Fire, and it offers strong resistance versus fire, poison, and other perils."
Armour	Gold-Hemmed Black Cloak	"Worn by the witch Quelana of Izalith, mother of pyromancy and Daughter of Chaos.\nShe wore this gold-hemmed black cloak before even the Age of Fire, and it offers strong resistance versus fire, poison, and other perils."
Armour	Gold-Hemmed Black Gloves	"Worn by the witch Quelana of Izalith, mother of pyromancy and Daughter of Chaos.\nShe wore these gold-lined black gloves before even the Age of Fire, and they offer strong resistance versus fire, poison, and other perils."
Armour	Gold-Hemmed Black Skirt	"Worn by the witch Quelana of Izalith, founder of pyromancy and one of the Daughters of Chaos.\nShe wore this gold-hemmed black skirt before even the Age of Fire, and it offers strong resistance versus fire, poison, and other perils."
Armour	Golem Helm	"Head of the Iron Golem, guardian of the ancient Sen's Fortress, slayer of heroes who ventured forth to Anor Londo.\nWithout its core, it is a mere hunk of iron, and can be equipped as solid protective gear, but its immense weight hinders stamina recovery."
Armour	Golem Armor	"Body of the Iron Golem, guardian of the ancient Sen's Fortress, slayer of heroes who ventured forth to Anor Londo.\nWithout its core, it is a mere hunk of iron, and can be equipped as solid protective gear, but its immense weight hinders stamina recovery."
Armour	Golem Gauntlets	"Arms of the Iron Golem, guardian of the ancient Sen's Fortress, slayer of heroes who ventured forth to Anor Londo.\nWithout its core, they are mere hunks of iron, and can be equipped as solid protective gear, but their immense weight hinders stamina recovery."
Armour	Golem Leggings	"Legs of the Iron Golem, guardian of the ancient Sen's Fortress, slayer of heroes who ventured forth to Anor Londo.\nWithout its core, they are mere hunks of iron, and can be equipped as solid protective gear, but their immense weight hinders stamina recovery."
Armour	Hollow Soldier Helm	"Helm worn by Hollow soldiers. It may be old and battered, but its iron construction makes it quite sturdy.\nIt is wise to wear a sturdy form of head protection against arrows and other physical threats."
Armour	Hollow Soldier Armor	"Armor worn by Hollow soldiers. It may be old and battered, but its iron construction makes it quite sturdy."
Armour	Soldier's Gloves	Soldier's Gloves
Armour	Hollow Soldier Waistcloth	Waistcloth worn by Hollow soldiers. It is so tattered that it barely serves its purpose anymore.
Armour	Steel Helm	"Helm of the Knights of Berenike, known for their heavy armaments and armor.\nCountless Knights of Berenike, once extolled as the mightiest of mighty, became Undead and ventured to Lordran. But their journey was for naught, as they went Hollow, and became a threat to all Undead."
Armour	Steel Armor	"Armor of the Knights of Berenike, known for their heavy armaments and armor.\nCountless Knights of Berenike, once extolled as the mightiest of mighty, became Undead and ventured to Lordran. But their journey was for naught, as they went Hollow, and became a threat to all Undead."
Armour	Steel Gauntlets	"Gauntlets of the Knights of Berenike, known for their heavy armaments and armor.\nCountless Knights of Berenike, once extolled as the mightiest of mighty, became Undead and ventured to Lordran. But their journey was for naught, as they went Hollow, and became a threat to all Undead."
Armour	Steel Leggings	"Leggings of the Knights of Berenike, known for their heavy armaments and armor.\nCountless Knights of Berenike, once extolled as the mightiest of mighty, became Undead and ventured to Lordran. But their journey was for naught, as they went Hollow, and became a threat to all Undead."
Armour	Hollow Thief's Hood	Hood worn by Hollow thieves. Used to hide a guilty countenance.
Armour	Hollow Thief's Leather Armor	Leather armor worn by Hollow thieves. It stifles noise and helps its wearer hide in the shadows.
Armour	Thief's Gloves	Thief's Gloves
Armour	Hollow Thief's Tights	Tights worn by Hollow thieves. They stifle noise and help their wearer hide in the shadows.
Armour	Balder Helm	"Helm worn by the knights of the ancient kingdom of Balder. It is made from thick iron plates.\nBalder was the homeland of the Knight King Rendal, but it came to ruin after a great many Undead were spawned."
Armour	Balder Armor	"Armor worn by the knights of the ancient kingdom of Balder. It is made from thick iron plates.\nBalder was the homeland of the Knight King Rendal, but it came to ruin after a great many Undead were spawned."
Armour	Balder Gauntlets	"Gauntlets worn by the knights of the ancient kingdom of Balder. They are made from thick iron plates.\nBalder was the homeland of the Knight King Rendal, but it came to ruin after a great many Undead were spawned."
Armour	Balder Leggings	"Leggings worn by the knights of the ancient kingdom of Balder. They are made from thick iron plates.\nBalder was the homeland of the Knight King Rendal, but it came to ruin after a great many Undead were spawned."
Armour	Hollow Warrior Helm	"Helm worn by Hollow warriors. Although it is made of iron, it is old, battered and worn out.\nIt is wise to wear a sturdy form of head protection against arrows and other physical threats."
Armour	Hollow Warrior Armor	Armor worn by Hollow warriors. It is made of thick leather that is tattered with age.
Armour	Warrior's Gloves	Warrior's Gloves
Armour	Hollow Warrior Waistcloth	Waistcloth worn by Hollow warriors. It is so tattered that it barely serves its purpose anymore.
Armour	Giant Helm	"Helm of the giant sentinels of Anor Londo.\nMade from ancient brass, it also offers protection versus non-physical attacks, but due to its giant size, it is extremely heavy for humans, and impedes stamina recovery."
